HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
Earth,0,F/17/P,TRAPPIST-1e,43.0,0,211.0,0.0,0.0,638.0,513.0,False
Mars,1,E/5/S,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/15/S,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/16/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/20/S,TRAPPIST-1e,27.0,0,1.0,697.0,31.0,188.0,0.0,False
Earth,0,G/9/P,TRAPPIST-1e,19.0,0,0.0,0.0,670.0,1.0,34.0,False
Earth,1,G/9/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/9/P,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,A/2/S,TRAPPIST-1e,54.0,0,0.0,1208.0,0.0,3.0,637.0,False
Earth,0,G/11/P,TRAPPIST-1e,26.0,0,0.0,856.0,5.0,32.0,0.0,False
Earth,0,G/11/P,TRAPPIST-1e,26.0,0,0.0,2811.0,957.0,0.0,87.0,True
Earth,0,F/19/P,PSO J318.5-22,23.0,0,311.0,427.0,526.0,37.0,0.0,False
Earth,0,G/12/P,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,1,D/56/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/23/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,830.0,91.0,False
Earth,0,F/24/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,17.0,True
Earth,1,G/18/S,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/18/S,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/21/P,TRAPPIST-1e,27.0,0,0.0,0.0,570.0,2.0,131.0,False
Mars,0,D/2/S,TRAPPIST-1e,21.0,0,1743.0,5.0,17.0,0.0,0.0,False
Earth,1,G/19/S,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/19/S,TRAPPIST-1e,31.0,0,562.0,0.0,326.0,0.0,0.0,False
Earth,0,G/19/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,B/11/S,TRAPPIST-1e,32.0,0,0.0,410.0,6.0,3929.0,764.0,False
Europa,0,B/5/P,TRAPPIST-1e,40.0,0,0.0,331.0,0.0,0.0,1687.0,False
Europa,0,B/5/P,TRAPPIST-1e,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,True
Europa,1,B/5/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,E/6/S,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,B/1/S,55 Cancri e,48.0,1,0.0,2537.0,87.0,17.0,13.0,True
Earth,0,F/23/P,TRAPPIST-1e,64.0,0,0.0,0.0,804.0,0.0,0.0,True
Earth,0,G/20/S,TRAPPIST-1e,27.0,0,82.0,157.0,429.0,238.0,1.0,False
Mars,0,F/24/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,D/4/P,TRAPPIST-1e,33.0,0,1.0,2223.0,0.0,12.0,404.0,True
Earth,0,A/0/P,TRAPPIST-1e,39.0,0,0.0,2344.0,0.0,65.0,6898.0,False
Europa,1,A/0/P,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,1,F/25/P,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/21/S,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,699.0,74.0,False
Earth,0,F/27/P,TRAPPIST-1e,18.0,0,55.0,597.0,49.0,0.0,1.0,False
Mars,1,F/27/S,TRAPPIST-1e,67.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,E/7/S,TRAPPIST-1e,35.0,0,701.0,0.0,296.0,0.0,25.0,False
Mars,0,D/3/S,TRAPPIST-1e,61.0,1,2353.0,334.0,9.0,316.0,2.0,False
Mars,0,E/8/S,TRAPPIST-1e,45.0,0,2103.0,6.0,0.0,0.0,0.0,False
Earth,1,G/22/S,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,1,F/29/S,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,D/5/S,TRAPPIST-1e,36.0,0,2738.0,0.0,0.0,0.0,0.0,False
Earth,0,G/17/P,TRAPPIST-1e,19.0,0,0.0,14.0,730.0,0.0,0.0,True
Earth,0,G/23/S,PSO J318.5-22,47.0,0,97.0,418.0,126.0,25.0,55.0,False
Earth,1,G/18/P,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,E/5/P,TRAPPIST-1e,34.0,0,0.0,22.0,0.0,564.0,207.0,False
Europa,1,C/6/S,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/19/P,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/29/P,TRAPPIST-1e,26.0,0,440.0,0.0,0.0,0.0,462.0,False
Mars,0,F/30/P,TRAPPIST-1e,31.0,0,0.0,0.0,97.0,0.0,0.0,False
Earth,0,F/31/S,TRAPPIST-1e,20.0,0,0.0,420.0,210.0,0.0,0.0,True
Earth,0,G/25/S,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/26/S,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/31/P,TRAPPIST-1e,42.0,0,1072.0,0.0,10.0,0.0,76.0,False
Earth,1,G/27/S,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/20/P,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/32/P,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,607.0,False
Earth,0,G/22/P,TRAPPIST-1e,22.0,0,4119.0,0.0,0.0,0.0,61.0,False
Europa,1,B/8/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,B/8/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/28/S,TRAPPIST-1e,57.0,0,50.0,1688.0,0.0,0.0,135.0,True
Earth,1,G/28/S,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,False
Mars,1,F/37/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,1,F/35/S,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/35/S,TRAPPIST-1e,27.0,0,1365.0,0.0,48.0,22.0,137.0,False
Earth,1,G/23/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,E/10/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,221.0,567.0,False
Earth,1,G/30/S,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/24/P,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,E/11/S,TRAPPIST-1e,58.0,0,0.0,985.0,0.0,5.0,0.0,True
Earth,0,F/38/P,55 Cancri e,21.0,0,287.0,0.0,16.0,115.0,175.0,False
Europa,0,B/2/S,TRAPPIST-1e,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,False
Mars,0,D/6/S,TRAPPIST-1e,38.0,0,3414.0,0.0,161.0,28.0,119.0,False
Earth,0,G/26/P,TRAPPIST-1e,19.0,0,1.0,219.0,673.0,2.0,11.0,True
Earth,0,G/26/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/26/P,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/27/P,TRAPPIST-1e,20.0,0,0.0,0.0,3.0,299.0,92.0,False
Europa,1,C/3/P,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/36/S,TRAPPIST-1e,37.0,0,17.0,146.0,426.0,0.0,232.0,True
Earth,0,G/28/P,TRAPPIST-1e,25.0,0,62.0,0.0,0.0,0.0,956.0,False
Earth,1,G/31/S,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,E/8/P,55 Cancri e,49.0,0,84.0,3.0,401.0,202.0,98.0,False
Earth,1,G/32/S,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/29/P,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/29/P,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/29/P,TRAPPIST-1e,39.0,0,0.0,0.0,10.0,898.0,0.0,False
Mars,1,F/41/P,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/41/P,TRAPPIST-1e,23.0,0,0.0,0.0,8.0,1072.0,0.0,False
Mars,0,F/41/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/42/P,TRAPPIST-1e,39.0,0,406.0,0.0,867.0,0.0,0.0,True
Mars,0,D/5/P,PSO J318.5-22,25.0,0,1052.0,0.0,719.0,0.0,7.0,False
Europa,0,C/5/P,TRAPPIST-1e,36.0,0,0.0,972.0,0.0,795.0,575.0,False
Earth,0,G/30/P,PSO J318.5-22,52.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/33/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/31/P,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,B/3/S,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,B/3/S,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,B/9/P,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,A/2/P,55 Cancri e,27.0,0,0.0,2433.0,0.0,878.0,443.0,True
Europa,1,C/8/S,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/34/S,TRAPPIST-1e,29.0,0,0.0,2.0,66.0,0.0,705.0,False
Europa,0,C/9/S,55 Cancri e,27.0,0,2.0,1720.0,12.0,1125.0,122.0,True
Earth,1,G/32/P,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,D/6/P,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/44/P,TRAPPIST-1e,29.0,0,902.0,1.0,137.0,0.0,0.0,True
Mars,1,F/44/P,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/44/P,TRAPPIST-1e,17.0,0,848.0,0.0,307.0,182.0,0.0,False
Earth,0,E/9/P,TRAPPIST-1e,13.0,0,192.0,0.0,0.0,51.0,739.0,False
Earth,0,F/45/P,TRAPPIST-1e,35.0,0,147.0,188.0,0.0,10.0,387.0,False
Earth,0,F/46/P,TRAPPIST-1e,21.0,0,367.0,281.0,0.0,0.0,146.0,False
Earth,0,F/40/S,55 Cancri e,21.0,0,0.0,56.0,0.0,0.0,1918.0,False
Earth,0,F/47/P,TRAPPIST-1e,38.0,0,1517.0,0.0,0.0,27.0,0.0,False
Earth,1,G/36/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/37/P,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/37/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/37/P,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,E/10/P,TRAPPIST-1e,25.0,0,122.0,84.0,0.0,0.0,0.0,False
Earth,0,F/48/P,TRAPPIST-1e,16.0,0,0.0,3.0,0.0,0.0,1099.0,False
Earth,0,G/37/P,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/37/P,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,E/13/S,55 Cancri e,21.0,0,2237.0,0.0,119.0,0.0,0.0,False
Mars,0,E/13/S,TRAPPIST-1e,23.0,0,1215.0,80.0,1.0,2.0,0.0,False
Mars,0,E/13/S,TRAPPIST-1e,33.0,0,1933.0,12.0,188.0,1.0,0.0,False
Mars,1,E/13/S,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,E/13/S,TRAPPIST-1e,41.0,0,1230.0,0.0,301.0,43.0,1023.0,False
Mars,0,E/13/S,TRAPPIST-1e,16.0,0,915.0,0.0,221.0,234.0,0.0,False
Mars,1,E/13/S,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,False
Mars,0,F/41/S,TRAPPIST-1e,20.0,0,1406.0,0.0,0.0,11.0,0.0,False
Mars,1,F/41/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,1,E/14/S,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/35/S,TRAPPIST-1e,21.0,0,0.0,2.0,665.0,0.0,9.0,False
Mars,0,F/42/S,TRAPPIST-1e,32.0,1,181.0,0.0,5.0,1634.0,0.0,False
Earth,1,G/38/P,PSO J318.5-22,58.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/43/S,TRAPPIST-1e,24.0,0,4.0,7.0,0.0,713.0,79.0,False
Mars,0,F/44/S,TRAPPIST-1e,30.0,0,85.0,0.0,1.0,1720.0,0.0,False
Earth,1,G/36/S,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,False
Mars,0,F/45/S,TRAPPIST-1e,32.0,0,56.0,0.0,256.0,1438.0,0.0,False
Earth,0,F/50/P,TRAPPIST-1e,43.0,0,0.0,888.0,0.0,0.0,0.0,False
Europa,1,B/11/P,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,C/137/S,TRAPPIST-1e,37.0,0,637.0,0.0,0.0,92.0,319.0,False
Mars,1,F/52/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,E/11/P,55 Cancri e,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,False
Earth,0,F/46/S,TRAPPIST-1e,18.0,0,313.0,1.0,691.0,283.0,0.0,False
Earth,1,G/37/S,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,False
Mars,1,G/1448/S,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,1,F/47/S,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,C/6/P,55 Cancri e,46.0,0,0.0,3571.0,0.0,0.0,7.0,True
Europa,0,C/6/P,TRAPPIST-1e,33.0,0,0.0,86.0,796.0,584.0,10912.0,False
Mars,0,D/8/P,TRAPPIST-1e,21.0,0,2947.0,0.0,287.0,27.0,0.0,False
Europa,0,C/10/S,TRAPPIST-1e,33.0,0,0.0,1.0,0.0,8620.0,1063.0,False
Earth,1,G/38/S,PSO J318.5-22,47.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,C/11/S,55 Cancri e,54.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/53/P,TRAPPIST-1e,30.0,0,335.0,695.0,541.0,0.0,0.0,False
Earth,0,G/42/P,TRAPPIST-1e,29.0,0,272.0,615.0,0.0,0.0,1.0,False
Earth,0,F/54/P,TRAPPIST-1e,21.0,0,702.0,172.0,408.0,2.0,6.0,True
Europa,1,A/3/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/49/S,55 Cancri e,21.0,0,1664.0,0.0,0.0,0.0,0.0,False
Mars,1,F/49/S,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/50/S,TRAPPIST-1e,22.0,0,0.0,0.0,313.0,299.0,92.0,False
Europa,0,E/16/S,TRAPPIST-1e,26.0,0,0.0,4810.0,0.0,981.0,2054.0,False
Earth,0,F/56/P,TRAPPIST-1e,26.0,0,66.0,29.0,0.0,0.0,803.0,False
Earth,1,G/43/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,D/8/S,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/51/S,TRAPPIST-1e,13.0,0,118.0,0.0,0.0,754.0,1.0,False
Earth,0,F/52/S,55 Cancri e,47.0,0,0.0,231.0,592.0,0.0,0.0,True
Earth,0,F/59/P,TRAPPIST-1e,63.0,0,0.0,25.0,128.0,0.0,1240.0,False
Europa,1,D/9/S,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/61/P,55 Cancri e,50.0,0,44.0,2390.0,0.0,53.0,0.0,True
Earth,0,G/943/S,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,888.0,0.0,False
Earth,0,G/45/P,TRAPPIST-1e,45.0,0,0.0,97.0,0.0,14.0,333.0,False
Earth,0,F/63/P,TRAPPIST-1e,19.0,0,0.0,0.0,2078.0,0.0,0.0,True
Earth,0,F/54/S,TRAPPIST-1e,21.0,0,0.0,918.0,0.0,0.0,0.0,True
Earth,1,G/46/P,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/64/P,TRAPPIST-1e,22.0,0,146.0,654.0,1.0,0.0,2.0,True
Europa,1,E/16/P,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,E/16/P,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/65/P,55 Cancri e,57.0,0,3.0,1281.0,29.0,162.0,13.0,False
Europa,1,G/150/S,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,B/12/P,TRAPPIST-1e,28.0,0,0.0,587.0,32.0,6.0,1460.0,False
Earth,0,F/55/S,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,828.0,False
Europa,1,C/12/S,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,B/7/S,55 Cancri e,26.0,0,0.0,4458.0,0.0,1157.0,262.0,True
Europa,1,B/7/S,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,B/7/S,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,B/7/S,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,D/10/S,TRAPPIST-1e,40.0,0,0.0,6500.0,88.0,1090.0,0.0,True
Europa,1,B/8/S,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/47/P,TRAPPIST-1e,24.0,0,90.0,2.0,1324.0,17.0,0.0,True
Europa,1,A/3/P,55 Cancri e,57.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/150/S,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,False
